"Month","SMB %","HML %","WML %","Rm %","Rf %","Rm-Rf %"
199310,1.74327546348798,2.33601490834898,5.47254062760105,-1.43162059119336,0.539989250323281,-1.96166450266897
199311,-9.5508845105425,-0.495424766995112,13.6789093235213,17.356033580999,0.542141190898859,16.7289242040559
199312,-3.22363305839269,8.5706540829573,0.178862808523439,10.7264369383981,0.325955397392463,10.370178983682
199401,5.18312433462149,-6.11353266108567,-3.87592040110593,20.3765466537301,0.59958110204783,19.665489341068
199402,0.825279994807926,-3.14538322084732,10.144933064272,4.35684478369776,0.650502386849072,3.68347344256263
199403,0.964446383648943,-1.61889559977021,2.94656048956929,-13.4916149995534,0.614444775799061,-14.0239799680036
199404,0.930116717550211,-4.97298252332105,-0.20176546706655,-0.966120761629585,0.481912647435734,-1.44147917584492
199405,1.00264886484227,7.46914217241874,-2.99923088546508,2.51548376856741,0.574277836865789,1.93062985005865
199406,-5.06571082598187,11.7553340261845,-2.97722595418796,8.08079806075657,0.659092294691854,7.3752923564425
199407,7.90075474109169,0.197429879034416,-7.9239226327558,4.24844075346387,0.719108762566023,3.50531044908362
199408,3.97152376011805,-1.59837687301094,-3.36021952267618,9.42670451334791,0.574822841004408,8.80419452049428
199409,3.81659322533445,2.25558523729505,0.391956473738242,-5.39066557512047,0.644513199799013,-5.99854276505497
199410,4.84007907556654,8.31956207984046,2.95844313466924,0.0950815861273657,0.688515748509722,-0.589550629642932
199411,3.37148417801978,4.33641349359961,-0.573102565356931,0.572897440857512,0.519204858492262,0.0534347721978801
199412,0.0754880877610109,-0.444231246959126,0.555276482872702,-6.44778533016199,0.608144374348307,-7.0156497025384
199501,3.35362796241454,-3.58953093559773,-0.10323753117395,-8.90399815326894,0.862327190591006,-9.68661821609963
199502,-4.02657403170799,2.73345698465477,2.31829221826478,-6.2647883414873,0.812359687975994,-7.02305241101597
199503,1.53719845955436,0.775597692665309,-0.0367797039026008,-2.06220346577634,0.842319370719324,-2.88157955982529
199504,-4.7058740229325,-4.61713700768906,-3.29176460331938,-8.0897449560146,0.726140582912693,-8.75614322064109
199505,-4.36143318629133,-2.83044233231308,-2.31643813052809,1.70569343947378,0.950388862098905,0.748460604683965
199506,-3.16999888915895,-3.07938899181553,1.07665964826682,-5.76979536240394,1.03091196405973,-6.73439562319428
199507,-1.28398100711499,-0.00871952434998713,-1.15264025683767,3.26153989428091,0.967967174255402,2.27265244350625
199508,-0.190811250459155,-3.07224651816553,5.38823034147564,-4.05762888556167,0.814419187358295,-4.83494770805496
199509,-2.00037963071633,-0.143008354640639,2.29440495519642,1.80101198698612,0.999779498036846,0.793669588393597
199510,-2.40168716697957,-0.354606562668403,2.02501460929543,-3.16663715726109,0.866939031239822,-4.00082142632726
199511,0.910003742600862,-1.92552457727554,2.00995246602316,-12.8579343873338,1.02869633188514,-13.7515485672475
199512,-2.32256353945555,-2.02639582799491,2.37656328030034,2.81693732561155,0.783547233194803,2.0185564632154
199601,-5.16672397413431,-4.5927844280849,8.03695110976042,-6.75055760747154,1.07895770025619,-7.74959848274237
199602,-4.61927510371423,-5.86317484857586,-6.68369890831585,16.5451745432464,0.980391459824581,15.421528063813
199603,-5.02268014444954,-6.32245734105493,8.55329636764233,-2.41774648125304,0.881921335379676,-3.27241536284796
199604,-10.3896250461067,-1.44472708267815,5.98831228313108,11.4692768211084,0.921481678768732,10.4567167943157
199605,-1.24995243911457,-6.01907785441136,11.5271561554281,-4.64910155292436,0.985414073844493,-5.58211752240647
199606,-3.45662856028006,-2.54950997482518,8.26160078968215,3.05828775637389,0.940254686184461,2.09925702061224
199607,-3.40677649892173,-2.87655323193087,12.4376930961998,-9.08080795270972,0.935465520882151,-9.92726939225433
199608,0.758173478949864,-1.67834793264535,-2.06765764165989,-1.34935186018569,0.710469621048282,-2.04590487954179
199609,-0.720864895875506,-1.1687118335777,11.9124549042612,-11.2384018039388,0.69027537135069,-11.8512019130862
199610,-0.508176005408068,-0.996529514387035,0.379491702549695,-2.86885579046895,0.793935689599579,-3.63531645209924
199611,-0.0134255215127888,3.46994580721309,-0.135394393205912,-8.26504487876096,0.521775437419514,-8.74367436707515
199612,-3.87548409960971,4.64968938073185,-2.84028634683535,6.5633933099597,0.531107043213863,6.00227229282968
199701,-4.85494780278838,3.42363845821503,-10.9364771032104,7.34334615511496,0.690586448894948,6.60913012872373
199702,-10.7471466747209,1.24468314965196,6.30377970144551,5.31329371947447,0.600975894741773,4.68555124285095
199703,-1.95275620937423,-1.69150019178609,7.0736109511083,-5.96196470795396,0.610874529547201,-6.53500409946761
199704,-11.5975313480726,-1.36357564524037,10.3349435283033,10.6023834211058,0.49377917569049,10.0617117323757
199705,-2.42702276954283,-7.43289999678847,12.989267758872,-1.66690320475814,0.503912120098904,-2.16047694221652
199706,-11.8352610869204,-2.98104972804158,5.26485597486703,13.063875792896,0.560541081883525,12.4371191446352
199707,6.2468402499134,9.1513859013818,-12.3634280975662,4.56479432508186,0.611372239152619,3.93041977525039
199708,3.36245385233533,0.454670649901012,2.6113219885062,-8.38907471295089,0.46312044301049,-8.81358859074784
199709,-7.97467811281107,-2.14578427322166,9.14117004210935,-0.473751974881598,0.576382880628001,-1.04444431014656
199710,-5.44135355107976,-7.02453032080134,2.27435235181119,-1.2486663557716,0.478173883037813,-1.71908771389275
199711,1.75275328006694,0.536078138459906,16.1535380695039,-7.99636784122329,0.483904792176393,-8.44141732609762
199712,-2.70848427606236,-0.255497160409668,-9.2130861191639,0.553879600084684,0.596053557068976,-0.041849429385199
199801,2.43778860281145,2.83747376379828,-8.65118607197011,-10.6916856026483,0.559858448727812,-11.1919008418508
199802,-8.88478741159544,-5.89156619569698,11.4734322063554,9.70049309419769,0.539056634000912,9.11496391287045
199803,0.477572361560563,2.28114054462385,-16.0748276065446,6.86588016595862,0.595968203161634,6.23449395451532
199804,4.86695390951766,8.23079247370922,-2.9451329245846,5.54501294227208,0.539056634000912,4.98047893842706
199805,6.61317606975722,2.65561977967661,5.21020068175677,-3.27335409844733,0.505814799860982,-3.76125465231516
199806,-0.955176398149737,-5.85260554836813,4.39487701745525,-14.4358464936948,0.624436067454992,-14.9709236168456
199807,-1.24160551644814,-6.92090604223504,9.18052436945498,-0.513784625263503,0.676500834575622,-1.18275968172944
199808,10.5012992610692,5.62003660851327,-0.0401186760521144,-3.17263824584406,0.59817695154265,-3.74950213436904
199809,4.20200760084959,-4.67478832307818,-4.41788403895468,3.5676079012539,0.727634807902189,2.82033510239033
199810,4.54104840809479,1.61759092818241,2.4181326798332,-7.01329199359806,0.688299811973891,-7.65189225922986
199811,-1.45237866129789,-0.166718887618755,-2.6233130767956,-0.972845182538318,0.732300460623025,-1.69336868013445
199812,-2.2033334104924,-6.14926844861958,1.62598010730441,7.82026243104317,0.798704444737264,6.96845602609195
199901,4.27975968297871,10.332343307561,22.5829508911619,6.91097510964875,0.692852882676731,6.17755756550502
199902,1.0412044350349,-2.36236132413815,10.7819701182795,1.24655753578062,0.765211189488224,0.477779137447798
199903,7.39708685431304,-3.93846654240438,13.6997970519409,8.37377706502569,0.651931590745081,7.67453335299146
